transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,merchant_category,failed_transaction_count,fraud_label
TXN-00000363,CUST-000088,2025-08-14,175.86,purchase,cash_transfer,0,0
TXN-00000364,CUST-000088,2025-09-18,75.81,purchase,travel,0,0
TXN-00000365,CUST-000089,2025-11-23,17.0,transfer,electronics,0,0
TXN-00000366,CUST-000089,2025-10-09,141.72,purchase,travel,0,0
TXN-00000367,CUST-000089,2025-09-25,10.39,purchase,cash_transfer,1,0
TXN-00000368,CUST-000089,2025-10-14,140.06,purchase,grocery,1,0
TXN-00000369,CUST-000090,2025-11-22,30.03,purchase,travel,0,0
TXN-00000370,CUST-000090,2025-12-05,196.72,purchase,electronics,0,0
TXN-00000371,CUST-000090,2025-10-30,2261.48,purchase,grocery,0,0
TXN-00000372,CUST-000090,2025-09-17,141.28,purchase,grocery,0,0
TXN-00000373,CUST-000090,2025-12-31,875.04,transfer,subscription,0,0
TXN-00000374,CUST-000091,2025-09-21,89.79,purchase,travel,2,0
TXN-00000375,CUST-000091,2025-09-21,17.9,purchase,digital_goods,0,0
TXN-00000376,CUST-000092,2025-07-10,150.6,purchase,grocery,1,0
TXN-00000377,CUST-000092,2025-10-28,149.75,subscription,grocery,0,0
TXN-00000378,CUST-000092,2025-09-05,180.36,purchase,subscription,0,0
TXN-00000379,CUST-000093,2025-11-30,128.42,purchase,travel,1,0
TXN-00000380,CUST-000093,2025-12-12,101.63,purchase,electronics,2,0
TXN-00000381,CUST-000093,2025-08-16,60.58,purchase,electronics,2,0
TXN-00000382,CUST-000093,2025-09-12,302.82,refund,electronics,0,0
TXN-00000383,CUST-000093,2025-07-10,84.02,purchase,digital_goods,0,0
TXN-00000384,CUST-000093,2025-12-11,76.98,purchase,electronics,0,0
TXN-00000385,CUST-000093,2025-12-24,162.02,purchase,electronics,2,0
TXN-00000386,CUST-000094,2025-08-24,168.4,purchase,digital_goods,1,1
TXN-00000387,CUST-000094,2025-09-29,16.95,subscription,subscription,0,0
TXN-00000388,CUST-000094,2025-11-13,15.45,purchase,cash_transfer,0,1
TXN-00000389,CUST-000094,2025-07-30,19.79,refund,digital_goods,0,1
TXN-00000390,CUST-000094,2025-08-16,29.54,transfer,cash_transfer,1,0
TXN-00000391,CUST-000094,2025-07-20,22.34,purchase,digital_goods,1,0
TXN-00000392,CUST-000095,2025-09-20,178.56,purchase,subscription,0,0
TXN-00000393,CUST-000095,2025-12-20,104.38,subscription,subscription,2,0
TXN-00000394,CUST-000095,2025-10-02,340.52,refund,subscription,0,0
TXN-00000395,CUST-000096,2025-11-02,29.28,subscription,travel,0,0
TXN-00000396,CUST-000096,2025-07-19,209.34,purchase,cash_transfer,0,0
TXN-00000397,CUST-000096,2025-08-25,39.21,purchase,subscription,1,0
TXN-00000398,CUST-000097,2025-10-09,159.75,purchase,grocery,1,0
TXN-00000399,CUST-000097,2025-11-30,259.68,purchase,subscription,0,0
TXN-00000400,CUST-000097,2025-11-15,234.09,purchase,travel,0,0
TXN-00000401,CUST-000098,2025-10-31,17.61,subscription,grocery,0,0
TXN-00000402,CUST-000098,2025-11-13,8.31,transfer,grocery,0,0
TXN-00000403,CUST-000098,2025-08-12,28.7,transfer,grocery,0,0
TXN-00000404,CUST-000099,2025-07-29,68.94,purchase,digital_goods,0,0
TXN-00000405,CUST-000099,2025-07-07,20.34,purchase,travel,0,0
TXN-00000406,CUST-000099,2025-12-26,42.23,purchase,grocery,0,0
TXN-00000407,CUST-000099,2025-11-01,33.71,subscription,subscription,0,0
TXN-00000408,CUST-000099,2025-08-22,84.4,refund,travel,0,0
TXN-00000409,CUST-000100,2025-10-07,53.2,purchase,electronics,0,0
TXN-00000410,CUST-000100,2025-07-10,72.15,purchase,travel,0,0
TXN-00000411,CUST-000100,2025-10-10,48.95,purchase,grocery,0,0
TXN-00000412,CUST-000100,2025-11-18,166.06,purchase,digital_goods,0,0
TXN-00000413,CUST-000100,2025-08-20,33.36,purchase,grocery,0,0
TXN-00000414,CUST-000101,2025-11-14,3.86,subscription,travel,1,0
TXN-00000415,CUST-000101,2025-11-10,35.39,purchase,digital_goods,0,0
TXN-00000416,CUST-000101,2025-09-09,68.69,purchase,subscription,0,0
TXN-00000417,CUST-000101,2025-11-18,14.26,purchase,digital_goods,1,0
TXN-00000418,CUST-000102,2025-09-28,35.38,subscription,subscription,0,0
TXN-00000419,CUST-000102,2025-12-17,30.3,purchase,electronics,0,0
TXN-00000420,CUST-000102,2025-09-21,34.22,purchase,digital_goods,0,1
TXN-00000421,CUST-000102,2025-08-19,9.99,purchase,grocery,0,0
TXN-00000422,CUST-000103,2025-11-13,41.31,purchase,digital_goods,0,0
TXN-00000423,CUST-000103,2025-10-13,17.26,transfer,travel,0,0
TXN-00000424,CUST-000103,2025-10-07,21.77,purchase,electronics,0,0
TXN-00000425,CUST-000103,2025-10-11,22.77,purchase,cash_transfer,0,0
TXN-00000426,CUST-000103,2025-10-15,48.85,purchase,digital_goods,0,1
TXN-00000427,CUST-000103,2025-07-23,69.01,purchase,grocery,0,0
TXN-00000428,CUST-000103,2025-09-24,27.69,purchase,digital_goods,1,0
TXN-00000429,CUST-000104,2025-08-07,4.07,transfer,grocery,0,0
TXN-00000430,CUST-000104,2025-12-04,28.3,purchase,travel,0,0
TXN-00000431,CUST-000104,2025-12-26,28.98,refund,digital_goods,0,0
TXN-00000432,CUST-000104,2025-11-26,75.18,purchase,grocery,0,0
TXN-00000433,CUST-000104,2025-12-10,33.66,purchase,grocery,0,0
TXN-00000434,CUST-000104,2025-07-26,15.79,purchase,digital_goods,0,0
TXN-00000435,CUST-000104,2025-09-30,11.66,purchase,digital_goods,0,0
TXN-00000436,CUST-000105,2025-08-29,96.02,purchase,grocery,0,0
TXN-00000437,CUST-000105,2025-08-03,131.72,subscription,subscription,0,0
TXN-00000438,CUST-000105,2025-10-23,30.28,purchase,travel,0,0
TXN-00000439,CUST-000105,2025-08-26,37.53,purchase,grocery,0,0
TXN-00000440,CUST-000106,2025-08-12,3.04,purchase,digital_goods,0,0
TXN-00000441,CUST-000106,2025-10-26,48.43,purchase,subscription,0,0
TXN-00000442,CUST-000106,2025-08-20,50.75,purchase,electronics,0,0
TXN-00000443,CUST-000106,2025-09-05,12.65,purchase,electronics,0,0
TXN-00000444,CUST-000106,2025-10-06,35.45,purchase,cash_transfer,2,0
TXN-00000445,CUST-000107,2025-12-24,161.09,refund,digital_goods,1,0
TXN-00000446,CUST-000107,2025-09-16,30.66,purchase,cash_transfer,0,0
TXN-00000447,CUST-000107,2025-09-30,48.82,purchase,grocery,0,0
TXN-00000448,CUST-000107,2025-11-19,39.38,purchase,grocery,0,0
TXN-00000449,CUST-000108,2025-09-12,145.47,purchase,travel,0,0
TXN-00000450,CUST-000109,2025-09-12,58.92,purchase,subscription,2,0
TXN-00000451,CUST-000109,2025-11-26,17.82,purchase,travel,0,1
TXN-00000452,CUST-000109,2025-07-20,14.02,purchase,subscription,1,0
TXN-00000453,CUST-000109,2025-11-02,55.61,purchase,electronics,0,0
TXN-00000454,CUST-000109,2025-11-23,52.1,refund,grocery,0,0
TXN-00000455,CUST-000110,2025-07-31,18.47,purchase,cash_transfer,0,0
TXN-00000456,CUST-000110,2025-10-02,42.37,purchase,electronics,3,0
TXN-00000457,CUST-000110,2025-12-13,24.28,transfer,travel,0,0
TXN-00000458,CUST-000110,2025-12-31,39.72,purchase,electronics,1,0
TXN-00000459,CUST-000111,2025-09-16,64.88,transfer,electronics,0,0
TXN-00000460,CUST-000111,2025-11-21,347.81,purchase,subscription,0,0
TXN-00000461,CUST-000111,2025-08-28,117.93,purchase,subscription,0,0
TXN-00000462,CUST-000112,2025-09-25,165.92,purchase,grocery,1,0
TXN-00000463,CUST-000112,2025-11-21,90.38,purchase,electronics,0,0
TXN-00000464,CUST-000113,2025-10-12,21.53,purchase,travel,1,0
TXN-00000465,CUST-000113,2025-07-08,40.47,subscription,subscription,0,0
TXN-00000466,CUST-000114,2025-10-19,58.51,purchase,digital_goods,2,0
TXN-00000467,CUST-000114,2025-08-06,51.19,purchase,subscription,0,0
TXN-00000468,CUST-000114,2025-11-11,34.72,subscription,grocery,0,0
TXN-00000469,CUST-000114,2025-07-15,27.81,purchase,subscription,0,0
TXN-00000470,CUST-000114,2025-12-23,20.96,purchase,travel,0,0
TXN-00000471,CUST-000114,2025-10-02,51.41,purchase,electronics,0,0
TXN-00000472,CUST-000115,2025-07-10,58.39,purchase,grocery,0,0
TXN-00000473,CUST-000115,2025-12-19,38.12,purchase,travel,1,0
TXN-00000474,CUST-000115,2025-07-24,222.51,purchase,travel,1,0
TXN-00000475,CUST-000115,2025-11-07,27.07,purchase,grocery,0,0
TXN-00000476,CUST-000116,2025-10-12,16.32,purchase,cash_transfer,0,0
TXN-00000477,CUST-000116,2025-07-25,41.21,purchase,subscription,0,1
TXN-00000478,CUST-000116,2025-12-24,26.79,purchase,electronics,0,1
TXN-00000479,CUST-000116,2025-11-03,16.76,purchase,digital_goods,0,0
TXN-00000480,CUST-000116,2025-12-28,97.12,purchase,digital_goods,1,0
TXN-00000481,CUST-000117,2025-10-27,39.97,purchase,grocery,0,0
TXN-00000482,CUST-000117,2025-12-02,40.24,purchase,subscription,0,0
TXN-00000483,CUST-000117,2025-11-19,30.06,purchase,subscription,1,0
TXN-00000484,CUST-000117,2025-10-26,41.17,purchase,grocery,0,0
TXN-00000485,CUST-000117,2025-12-23,78.81,purchase,electronics,0,0
TXN-00000486,CUST-000118,2026-01-01,167.02,purchase,grocery,0,0
TXN-00000487,CUST-000118,2025-07-30,28.14,purchase,travel,0,0
TXN-00000488,CUST-000118,2025-09-06,108.44,purchase,grocery,1,0
TXN-00000489,CUST-000118,2025-09-30,67.82,purchase,cash_transfer,2,0
TXN-00000490,CUST-000118,2025-11-28,59.6,purchase,grocery,1,0
TXN-00000491,CUST-000118,2025-09-05,47.8,transfer,subscription,0,0
TXN-00000492,CUST-000119,2025-07-28,6.73,purchase,subscription,0,0
TXN-00000493,CUST-000119,2025-10-03,20.93,purchase,grocery,1,0
TXN-00000494,CUST-000119,2025-09-14,34.0,purchase,subscription,0,0
TXN-00000495,CUST-000119,2025-08-21,198.84,purchase,travel,0,0
TXN-00000496,CUST-000119,2025-09-24,34.87,subscription,travel,0,0
TXN-00000497,CUST-000120,2025-12-08,38.08,purchase,travel,0,0
TXN-00000498,CUST-000120,2025-10-22,185.87,purchase,electronics,0,0
TXN-00000499,CUST-000120,2025-07-20,107.48,subscription,grocery,0,0
TXN-00000500,CUST-000121,2025-09-15,56.6,transfer,travel,1,0
TXN-00000501,CUST-000121,2025-08-27,228.76,purchase,travel,0,0
TXN-00000502,CUST-000121,2025-09-19,119.73,refund,cash_transfer,2,0
TXN-00000503,CUST-000121,2025-09-06,56.95,transfer,digital_goods,2,0
TXN-00000504,CUST-000122,2025-10-28,68.78,transfer,subscription,2,0
TXN-00000505,CUST-000123,2025-08-22,33.86,purchase,digital_goods,1,0
TXN-00000506,CUST-000123,2025-08-25,54.04,purchase,grocery,0,0
TXN-00000507,CUST-000124,2025-08-06,33.65,purchase,electronics,1,0
TXN-00000508,CUST-000124,2025-07-09,88.83,purchase,electronics,0,1
TXN-00000509,CUST-000125,2025-08-18,49.71,transfer,digital_goods,1,0
TXN-00000510,CUST-000125,2025-11-22,19.84,refund,subscription,0,0
TXN-00000511,CUST-000125,2025-07-09,255.18,purchase,grocery,1,0
TXN-00000512,CUST-000126,2025-10-24,19.82,transfer,subscription,0,0
TXN-00000513,CUST-000127,2025-08-18,298.36,purchase,subscription,0,0
TXN-00000514,CUST-000127,2025-12-05,350.9,purchase,subscription,2,0
TXN-00000515,CUST-000127,2025-10-01,740.28,purchase,electronics,0,0
TXN-00000516,CUST-000127,2025-08-20,276.98,purchase,electronics,0,0
TXN-00000517,CUST-000127,2025-08-19,380.44,purchase,digital_goods,0,0
TXN-00000518,CUST-000127,2025-08-21,221.79,purchase,subscription,0,0
TXN-00000519,CUST-000128,2025-12-15,23.29,purchase,digital_goods,0,0
TXN-00000520,CUST-000128,2025-10-12,73.29,purchase,grocery,0,0
TXN-00000521,CUST-000129,2025-10-11,23.57,purchase,digital_goods,0,0
TXN-00000522,CUST-000129,2025-07-31,34.73,purchase,travel,0,0
TXN-00000523,CUST-000129,2025-10-08,28.41,refund,grocery,0,0
TXN-00000524,CUST-000129,2025-10-21,49.58,purchase,grocery,0,0
TXN-00000525,CUST-000129,2025-10-14,17.38,purchase,subscription,0,0
TXN-00000526,CUST-000130,2025-12-06,227.27,purchase,grocery,2,0
TXN-00000527,CUST-000130,2025-10-07,221.42,purchase,subscription,1,0
TXN-00000528,CUST-000130,2025-10-27,57.25,purchase,digital_goods,1,0
TXN-00000529,CUST-000130,2025-07-11,71.41,purchase,digital_goods,1,0
TXN-00000530,CUST-000130,2025-12-21,53.21,purchase,digital_goods,1,0
TXN-00000531,CUST-000131,2025-07-29,17.27,purchase,subscription,0,0
TXN-00000532,CUST-000131,2025-12-04,36.43,transfer,grocery,0,0
TXN-00000533,CUST-000131,2025-08-24,10.16,purchase,grocery,1,0
TXN-00000534,CUST-000132,2025-08-19,413.28,purchase,digital_goods,0,1
TXN-00000535,CUST-000132,2025-10-03,383.82,purchase,digital_goods,2,1
TXN-00000536,CUST-000132,2025-10-08,147.76,purchase,subscription,1,0
TXN-00000537,CUST-000132,2025-08-13,91.49,purchase,electronics,1,0
TXN-00000538,CUST-000132,2025-11-11,380.48,purchase,grocery,0,0
TXN-00000539,CUST-000132,2025-12-03,164.21,purchase,electronics,0,0
TXN-00000540,CUST-000133,2025-09-13,59.21,purchase,electronics,0,0
TXN-00000541,CUST-000133,2025-10-05,41.23,purchase,digital_goods,0,0
TXN-00000542,CUST-000133,2025-12-24,25.6,purchase,subscription,1,0
TXN-00000543,CUST-000134,2025-08-11,19.2,purchase,travel,0,0
TXN-00000544,CUST-000134,2025-08-11,30.5,purchase,electronics,0,0
TXN-00000545,CUST-000134,2025-10-30,41.81,transfer,cash_transfer,0,0
TXN-00000546,CUST-000134,2025-09-05,13.88,purchase,subscription,0,0
TXN-00000547,CUST-000135,2025-08-05,65.03,purchase,grocery,0,0
TXN-00000548,CUST-000135,2025-12-30,54.32,purchase,cash_transfer,1,0
TXN-00000549,CUST-000135,2025-09-18,268.11,transfer,cash_transfer,0,1
TXN-00000550,CUST-000135,2025-07-23,13.87,refund,subscription,0,0
TXN-00000551,CUST-000135,2025-09-26,90.0,purchase,electronics,2,0
TXN-00000552,CUST-000136,2025-08-15,129.43,refund,subscription,1,0
TXN-00000553,CUST-000136,2025-07-06,230.68,subscription,grocery,2,0
TXN-00000554,CUST-000137,2025-11-04,32.03,purchase,digital_goods,1,0
TXN-00000555,CUST-000137,2025-07-17,50.49,subscription,subscription,1,0
TXN-00000556,CUST-000137,2025-07-14,80.91,refund,grocery,0,0
TXN-00000557,CUST-000137,2025-10-16,149.24,purchase,digital_goods,0,0
TXN-00000558,CUST-000137,2025-11-19,150.61,purchase,subscription,2,0
TXN-00000559,CUST-000137,2025-08-03,87.23,purchase,travel,1,0
TXN-00000560,CUST-000138,2025-11-19,816.11,subscription,cash_transfer,0,0
TXN-00000561,CUST-000138,2025-08-08,56.28,transfer,subscription,0,0
TXN-00000562,CUST-000139,2025-07-27,41.89,subscription,subscription,0,0
TXN-00000563,CUST-000139,2025-08-31,81.58,purchase,electronics,0,0
TXN-00000564,CUST-000139,2025-08-18,37.43,purchase,cash_transfer,2,1
TXN-00000565,CUST-000139,2025-11-18,44.05,purchase,digital_goods,1,0
TXN-00000566,CUST-000140,2025-11-08,374.08,purchase,grocery,0,0
TXN-00000567,CUST-000140,2025-11-02,510.99,purchase,digital_goods,0,1
TXN-00000568,CUST-000140,2025-09-06,219.45,purchase,subscription,0,0
TXN-00000569,CUST-000140,2025-12-05,197.5,transfer,travel,0,0
TXN-00000570,CUST-000140,2025-10-10,119.31,subscription,grocery,0,0
TXN-00000571,CUST-000141,2025-10-13,99.22,purchase,grocery,1,0
TXN-00000572,CUST-000142,2025-09-24,12.57,purchase,digital_goods,0,0
TXN-00000573,CUST-000142,2025-09-20,27.97,purchase,grocery,0,0
TXN-00000574,CUST-000143,2025-12-11,73.32,subscription,travel,0,0
TXN-00000575,CUST-000143,2025-08-21,49.92,purchase,grocery,0,0
TXN-00000576,CUST-000143,2025-08-03,18.57,purchase,digital_goods,0,0
TXN-00000577,CUST-000143,2025-11-25,22.72,purchase,grocery,1,0
TXN-00000578,CUST-000144,2025-08-05,113.23,purchase,subscription,0,0
TXN-00000579,CUST-000144,2025-09-28,34.07,purchase,digital_goods,2,0
TXN-00000580,CUST-000144,2025-10-10,49.06,transfer,travel,0,0
TXN-00000581,CUST-000144,2025-09-08,216.03,purchase,subscription,0,0
TXN-00000582,CUST-000144,2025-11-18,47.23,purchase,travel,0,0
TXN-00000583,CUST-000144,2025-10-26,68.49,purchase,subscription,1,0
TXN-00000584,CUST-000145,2025-08-08,74.2,purchase,digital_goods,0,1
TXN-00000585,CUST-000145,2025-10-18,48.1,purchase,electronics,1,1
TXN-00000586,CUST-000146,2025-09-03,15.07,transfer,travel,1,0
TXN-00000587,CUST-000146,2025-11-30,7.52,purchase,grocery,0,0
TXN-00000588,CUST-000146,2025-07-11,29.26,purchase,travel,0,0
TXN-00000589,CUST-000147,2025-10-07,147.57,subscription,travel,1,0
TXN-00000590,CUST-000147,2025-08-31,218.1,transfer,digital_goods,0,0
TXN-00000591,CUST-000147,2025-10-02,129.23,purchase,subscription,0,0
TXN-00000592,CUST-000147,2025-12-22,101.22,purchase,subscription,1,1
TXN-00000593,CUST-000148,2025-10-10,92.44,transfer,grocery,1,0
TXN-00000594,CUST-000148,2025-07-09,177.67,subscription,subscription,2,0
TXN-00000595,CUST-000149,2025-08-06,139.66,purchase,subscription,2,1
TXN-00000596,CUST-000149,2025-10-17,32.15,purchase,subscription,1,0
TXN-00000597,CUST-000149,2025-12-05,18.31,transfer,travel,0,0
TXN-00000598,CUST-000150,2025-09-25,47.05,transfer,grocery,0,0
TXN-00000599,CUST-000151,2025-12-28,13.36,purchase,subscription,0,0
TXN-00000600,CUST-000151,2025-11-11,55.88,transfer,grocery,0,0
TXN-00000601,CUST-000151,2025-12-13,14.45,purchase,digital_goods,0,1
TXN-00000602,CUST-000152,2025-07-31,536.17,purchase,subscription,0,0
TXN-00000603,CUST-000152,2025-12-09,2620.91,subscription,grocery,0,0
TXN-00000604,CUST-000153,2025-09-14,27.57,transfer,digital_goods,0,0
TXN-00000605,CUST-000153,2025-07-17,404.07,purchase,subscription,1,0
TXN-00000606,CUST-000153,2025-09-15,101.14,purchase,travel,1,0
TXN-00000607,CUST-000154,2025-12-01,23.5,purchase,grocery,0,0
TXN-00000608,CUST-000155,2025-11-01,317.16,purchase,electronics,0,0
TXN-00000609,CUST-000156,2025-08-19,27.1,purchase,grocery,0,0
TXN-00000610,CUST-000156,2025-12-04,175.34,subscription,digital_goods,1,0
TXN-00000611,CUST-000156,2025-08-03,75.54,purchase,subscription,1,0
TXN-00000612,CUST-000156,2025-10-17,43.88,purchase,grocery,0,0
TXN-00000613,CUST-000157,2025-08-13,39.3,purchase,cash_transfer,1,0
TXN-00000614,CUST-000157,2025-10-16,115.81,purchase,cash_transfer,0,1
TXN-00000615,CUST-000157,2025-12-17,19.19,purchase,electronics,1,0
TXN-00000616,CUST-000157,2025-08-23,34.89,purchase,digital_goods,1,0
TXN-00000617,CUST-000157,2025-09-14,20.37,purchase,grocery,0,0
TXN-00000618,CUST-000157,2025-12-06,60.16,purchase,electronics,0,0
TXN-00000619,CUST-000158,2025-07-23,130.93,purchase,subscription,0,0
TXN-00000620,CUST-000158,2025-11-18,40.64,purchase,cash_transfer,0,0
TXN-00000621,CUST-000158,2025-09-06,93.6,purchase,digital_goods,0,0
TXN-00000622,CUST-000159,2025-12-12,68.16,purchase,travel,0,0
TXN-00000623,CUST-000159,2025-12-02,27.99,purchase,digital_goods,1,0
TXN-00000624,CUST-000159,2025-08-12,35.33,transfer,subscription,1,0
TXN-00000625,CUST-000159,2025-09-19,46.8,purchase,electronics,0,0
TXN-00000626,CUST-000159,2025-07-20,29.4,purchase,electronics,0,0
TXN-00000627,CUST-000160,2025-12-20,995.77,purchase,grocery,0,1
TXN-00000628,CUST-000160,2025-11-23,298.15,refund,grocery,1,0
TXN-00000629,CUST-000160,2025-10-11,230.62,transfer,cash_transfer,0,0
TXN-00000630,CUST-000160,2025-12-17,180.47,purchase,electronics,1,0
TXN-00000631,CUST-000161,2025-11-02,52.57,purchase,subscription,0,0
TXN-00000632,CUST-000161,2025-08-24,23.26,purchase,subscription,0,0
TXN-00000633,CUST-000161,2025-12-31,52.78,purchase,subscription,0,0
TXN-00000634,CUST-000161,2025-10-02,10.4,purchase,electronics,0,0
TXN-00000635,CUST-000161,2025-08-02,68.36,purchase,grocery,0,0
TXN-00000636,CUST-000161,2025-08-02,47.52,purchase,travel,0,0
TXN-00000637,CUST-000162,2025-07-28,73.07,subscription,cash_transfer,3,0
TXN-00000638,CUST-000162,2025-09-09,61.0,refund,electronics,1,0
TXN-00000639,CUST-000162,2025-10-18,39.92,purchase,travel,0,0
TXN-00000640,CUST-000162,2025-07-16,75.26,purchase,travel,0,0
TXN-00000641,CUST-000163,2025-11-05,96.59,purchase,cash_transfer,1,0
TXN-00000642,CUST-000163,2025-08-28,75.43,purchase,travel,1,0
TXN-00000643,CUST-000163,2025-09-30,37.3,purchase,digital_goods,1,0
TXN-00000644,CUST-000164,2025-11-13,373.2,refund,travel,0,0
TXN-00000645,CUST-000164,2025-07-28,38.32,purchase,grocery,0,1
TXN-00000646,CUST-000165,2025-12-04,44.39,refund,digital_goods,0,0
TXN-00000647,CUST-000165,2025-12-15,43.62,purchase,subscription,0,0
TXN-00000648,CUST-000165,2025-10-13,23.32,purchase,cash_transfer,0,0
TXN-00000649,CUST-000165,2025-11-21,14.62,purchase,grocery,0,0
TXN-00000650,CUST-000166,2025-10-22,33.27,purchase,digital_goods,0,0
TXN-00000651,CUST-000166,2025-09-11,57.44,transfer,digital_goods,0,0
TXN-00000652,CUST-000166,2025-08-04,98.13,purchase,grocery,0,0
TXN-00000653,CUST-000167,2025-08-09,13.45,purchase,digital_goods,1,0
TXN-00000654,CUST-000167,2025-10-02,15.43,transfer,cash_transfer,1,0
TXN-00000655,CUST-000167,2025-08-17,100.67,purchase,cash_transfer,2,1
TXN-00000656,CUST-000168,2025-07-07,83.59,purchase,travel,0,0
TXN-00000657,CUST-000168,2025-10-11,58.74,subscription,cash_transfer,2,0
TXN-00000658,CUST-000169,2025-12-29,10.02,purchase,electronics,0,0
TXN-00000659,CUST-000169,2025-07-20,37.49,purchase,travel,0,0
TXN-00000660,CUST-000169,2025-08-15,94.7,refund,grocery,0,0
TXN-00000661,CUST-000169,2025-09-09,19.04,purchase,grocery,1,0
TXN-00000662,CUST-000170,2025-08-23,881.74,purchase,grocery,0,0
TXN-00000663,CUST-000170,2025-11-07,791.47,purchase,grocery,0,0
TXN-00000664,CUST-000170,2025-08-28,140.39,purchase,grocery,0,0
TXN-00000665,CUST-000171,2025-10-29,461.75,transfer,digital_goods,1,1
TXN-00000666,CUST-000171,2025-11-19,28.67,purchase,grocery,0,0
TXN-00000667,CUST-000171,2025-12-13,223.6,subscription,grocery,0,0
TXN-00000668,CUST-000171,2025-12-11,29.08,transfer,cash_transfer,1,0
TXN-00000669,CUST-000171,2025-11-21,52.29,purchase,electronics,1,0
TXN-00000670,CUST-000171,2025-09-11,260.8,purchase,subscription,2,0
TXN-00000671,CUST-000172,2025-08-20,35.19,purchase,subscription,1,0
TXN-00000672,CUST-000173,2025-08-30,125.31,purchase,electronics,0,0
TXN-00000673,CUST-000173,2025-12-13,68.5,purchase,cash_transfer,0,1
TXN-00000674,CUST-000173,2025-11-23,37.58,purchase,cash_transfer,0,0
TXN-00000675,CUST-000173,2025-07-16,117.98,purchase,grocery,0,0
TXN-00000676,CUST-000174,2025-11-18,45.26,purchase,electronics,0,0
TXN-00000677,CUST-000175,2025-10-12,62.69,purchase,subscription,0,0
TXN-00000678,CUST-000175,2025-11-15,41.72,transfer,subscription,0,0
TXN-00000679,CUST-000175,2025-12-30,6.79,purchase,travel,0,0
TXN-00000680,CUST-000176,2025-12-20,36.59,transfer,digital_goods,2,0
TXN-00000681,CUST-000176,2025-08-12,175.89,purchase,subscription,0,0
TXN-00000682,CUST-000176,2025-08-09,161.09,purchase,subscription,0,0
TXN-00000683,CUST-000176,2025-07-06,52.32,purchase,digital_goods,0,0
TXN-00000684,CUST-000176,2025-07-25,27.41,purchase,digital_goods,1,0
TXN-00000685,CUST-000176,2025-09-17,160.41,purchase,subscription,1,0
TXN-00000686,CUST-000177,2025-10-12,128.65,subscription,cash_transfer,1,0
TXN-00000687,CUST-000177,2025-10-15,30.34,purchase,electronics,0,0
TXN-00000688,CUST-000177,2025-09-28,35.46,purchase,grocery,1,0
TXN-00000689,CUST-000177,2025-12-29,29.77,purchase,cash_transfer,2,1
TXN-00000690,CUST-000178,2025-10-25,127.07,purchase,travel,1,0
TXN-00000691,CUST-000178,2025-12-07,39.12,purchase,subscription,0,0
TXN-00000692,CUST-000179,2025-12-30,8.95,purchase,grocery,0,0
TXN-00000693,CUST-000179,2025-12-27,51.04,subscription,electronics,1,0
TXN-00000694,CUST-000179,2025-08-15,144.69,purchase,grocery,2,0
TXN-00000695,CUST-000180,2025-07-21,156.23,purchase,travel,0,0
TXN-00000696,CUST-000180,2025-07-10,11.89,refund,electronics,0,0
TXN-00000697,CUST-000180,2025-12-17,93.76,purchase,electronics,1,0
TXN-00000698,CUST-000180,2025-10-03,604.04,purchase,cash_transfer,1,0
TXN-00000699,CUST-000180,2025-12-12,57.28,purchase,digital_goods,1,0
TXN-00000700,CUST-000180,2025-09-23,93.46,transfer,digital_goods,0,0
TXN-00000701,CUST-000180,2025-08-18,136.68,purchase,electronics,1,0
TXN-00000702,CUST-000181,2025-12-02,53.3,subscription,digital_goods,0,0
TXN-00000703,CUST-000181,2025-08-16,282.36,purchase,subscription,0,1
TXN-00000704,CUST-000182,2025-09-20,80.27,subscription,grocery,0,0
TXN-00000705,CUST-000182,2025-08-13,52.54,purchase,cash_transfer,2,0
TXN-00000706,CUST-000182,2025-12-18,29.03,purchase,grocery,2,0
TXN-00000707,CUST-000182,2025-09-16,36.83,purchase,travel,0,0
TXN-00000708,CUST-000182,2025-11-24,144.66,purchase,subscription,0,0
TXN-00000709,CUST-000182,2025-09-02,67.72,purchase,electronics,0,0
TXN-00000710,CUST-000182,2025-09-22,38.95,purchase,electronics,0,1
TXN-00000711,CUST-000183,2025-08-23,46.98,subscription,digital_goods,0,0
TXN-00000712,CUST-000183,2025-07-17,84.64,purchase,travel,0,0
TXN-00000713,CUST-000183,2025-12-14,126.89,subscription,grocery,0,0
TXN-00000714,CUST-000184,2025-12-10,54.62,purchase,subscription,1,0
TXN-00000715,CUST-000184,2025-12-24,133.69,purchase,digital_goods,1,0
TXN-00000716,CUST-000184,2025-09-06,78.28,purchase,cash_transfer,1,0
TXN-00000717,CUST-000184,2025-08-28,33.39,refund,travel,1,0
TXN-00000718,CUST-000184,2025-11-19,66.18,purchase,cash_transfer,1,1
TXN-00000719,CUST-000184,2025-11-10,132.96,purchase,travel,1,0
TXN-00000720,CUST-000185,2025-09-16,27.31,purchase,cash_transfer,0,0
TXN-00000721,CUST-000185,2025-08-14,22.24,purchase,subscription,0,0
TXN-00000722,CUST-000185,2025-09-20,24.51,purchase,digital_goods,0,0
TXN-00000723,CUST-000185,2025-08-03,123.48,purchase,subscription,0,0
TXN-00000724,CUST-000185,2025-07-14,25.48,purchase,subscription,0,0
